first_name,last_name,emp_no,title,from_date,to_date,birth_date
Ziyad,Munke,17143,Senior Engineer,1985-09-10,9999-01-01,1955-06-21
Aemilian,Barbanera,17146,Staff,1996-07-01,9999-01-01,1955-11-15
Yurii,Papsdorf,17163,Senior Engineer,1988-03-12,9999-01-01,1955-05-18
Lorien,Panwar,17220,Engineer,1991-01-04,2000-01-04,1955-07-09
Lorien,Panwar,17220,Senior Engineer,2000-01-04,9999-01-01,1955-07-09
Arnd,Hopewell,17277,Senior Engineer,1987-08-25,9999-01-01,1955-08-15
Shrikanth,Pietrzykowski,17294,Engineer,1987-08-17,1994-08-17,1955-11-22
Shrikanth,Pietrzykowski,17294,Senior Engineer,1994-08-17,9999-01-01,1955-11-22
Shigenori,Chaudhuri,17336,Engineer,1988-02-25,1993-02-24,1955-04-15
Shigenori,Chaudhuri,17336,Senior Engineer,1993-02-24,9999-01-01,1955-04-15
Shir,Serra,17387,Staff,1997-12-31,9999-01-01,1955-12-01
Kenroku,Hardjono,17397,Senior Engineer,1986-09-15,9999-01-01,1955-03-04
Gunilla,Moffat,17505,Engineer,1987-02-21,1994-02-21,1955-03-11
Gunilla,Moffat,17505,Senior Engineer,1994-02-21,9999-01-01,1955-03-11
Cathie,Uhrik,17539,Engineer,1990-12-27,1999-12-27,1955-10-05
Cathie,Uhrik,17539,Senior Engineer,1999-12-27,9999-01-01,1955-10-05
Emdad,Coorg,17584,Senior Staff,1994-03-15,9999-01-01,1955-01-13
Vatsa,Broomell,17704,Senior Staff,2001-11-20,9999-01-01,1955-02-07
Vatsa,Broomell,17704,Staff,1995-11-21,2001-11-20,1955-02-07
Xiaocheng,Prochazka,17869,Assistant Engineer,1995-07-01,9999-01-01,1955-02-19
Isaac,Luiz,17891,Engineer,1987-05-07,1992-05-06,1955-03-03
Isaac,Luiz,17891,Senior Engineer,1992-05-06,9999-01-01,1955-03-03
Adamantios,Baezner,17925,Engineer,1987-03-09,1996-03-08,1955-10-15
Adamantios,Baezner,17925,Senior Engineer,1996-03-08,9999-01-01,1955-10-15
Oguz,Angelopoulos,17986,Staff,1994-08-27,9999-01-01,1955-12-25
Claudi,Cairo,18130,Senior Staff,2000-05-26,9999-01-01,1955-04-30
Claudi,Cairo,18130,Staff,1993-05-26,2000-05-26,1955-04-30
Alair,Panangaden,18251,Senior Staff,1986-10-08,9999-01-01,1955-08-13
Shridhar,Baak,18261,Senior Engineer,1986-06-06,9999-01-01,1955-07-29
Yefim,Karnin,18274,Senior Staff,1994-06-13,9999-01-01,1955-08-03
Yefim,Karnin,18274,Staff,1986-06-13,1994-06-13,1955-08-03
Ioana,Dalton,18310,Senior Engineer,1996-08-06,9999-01-01,1955-11-22
Tonia,Lueh,18322,Assistant Engineer,1988-10-04,1997-10-04,1955-05-04
Tonia,Lueh,18322,Engineer,1997-10-04,9999-01-01,1955-05-04
Gian,Debuse,18375,Senior Staff,2001-04-28,9999-01-01,1955-06-20
Gian,Debuse,18375,Staff,1995-04-29,2001-04-28,1955-06-20
Remko,Mattern,18382,Engineer,1997-01-30,2002-01-30,1955-02-28
Remko,Mattern,18382,Senior Engineer,2002-01-30,9999-01-01,1955-02-28
Rosine,Bazelow,18448,Senior Engineer,1999-05-02,9999-01-01,1955-06-10
Eric,Anido,18454,Senior Staff,1996-07-18,9999-01-01,1955-02-28
Eric,Anido,18454,Staff,1988-07-18,1996-07-18,1955-02-28
Shuzo,Kavanagh,18459,Senior Staff,1997-04-01,9999-01-01,1955-09-21
Shuzo,Kavanagh,18459,Staff,1988-04-01,1997-04-01,1955-09-21
Mitsuyuki,Stranks,18478,Senior Engineer,1998-05-01,9999-01-01,1955-07-01
Pascal,Marzano,18511,Engineer,1991-11-17,2000-11-16,1955-01-29
Pascal,Marzano,18511,Senior Engineer,2000-11-16,9999-01-01,1955-01-29
Gladys,Sankaranarayanan,18547,Engineer,1986-06-03,1994-06-03,1955-07-09
Gladys,Sankaranarayanan,18547,Senior Engineer,1994-06-03,9999-01-01,1955-07-09
Mabo,Bamford,18580,Assistant Engineer,1997-09-18,9999-01-01,1955-12-09
Rafols,Sridhar,18663,Engineer,1987-06-20,1992-06-19,1955-09-06
Rafols,Sridhar,18663,Senior Engineer,1992-06-19,9999-01-01,1955-09-06
Itzchak,Akaboshi,18664,Senior Staff,1997-12-31,9999-01-01,1955-11-17
Itzchak,Akaboshi,18664,Staff,1989-12-31,1997-12-31,1955-11-17
Shan,Nastansky,18671,Senior Engineer,1986-05-04,9999-01-01,1955-12-12
Ohad,Orlowski,18673,Engineer,1996-04-24,9999-01-01,1955-07-21
Debaprosad,Schicker,18706,Senior Staff,1996-08-16,9999-01-01,1955-03-16
Debaprosad,Schicker,18706,Staff,1987-08-17,1996-08-16,1955-03-16
Cullen,Marchegay,18725,Senior Staff,1998-08-04,9999-01-01,1955-12-29
Cullen,Marchegay,18725,Staff,1993-08-04,1998-08-04,1955-12-29
Fei,Yurek,18770,Engineer,1987-11-27,1995-11-27,1955-09-09
Fei,Yurek,18770,Senior Engineer,1995-11-27,9999-01-01,1955-09-09
Guozhong,Veevers,18786,Senior Engineer,1988-05-24,9999-01-01,1955-05-14
Akhilish,Petereit,18806,Senior Staff,1991-05-29,9999-01-01,1955-08-27
Akhilish,Petereit,18806,Staff,1986-05-29,1991-05-29,1955-08-27
Roded,Majewski,18833,Engineer,1987-03-05,1995-03-05,1955-05-15
Roded,Majewski,18833,Senior Engineer,1995-03-05,9999-01-01,1955-05-15
Uwe,Lieblein,18835,Engineer,1987-07-28,1995-07-28,1955-08-30
Uwe,Lieblein,18835,Senior Engineer,1995-07-28,9999-01-01,1955-08-30
Barun,Panienski,18933,Assistant Engineer,1988-05-03,1995-05-04,1955-01-21
Barun,Panienski,18933,Engineer,1995-05-04,2002-05-04,1955-01-21
Barun,Panienski,18933,Senior Engineer,2002-05-04,9999-01-01,1955-01-21
Weiye,Kawashimo,18980,Assistant Engineer,1987-01-08,1993-01-07,1955-05-01
Weiye,Kawashimo,18980,Engineer,1993-01-07,1999-01-07,1955-05-01
Weiye,Kawashimo,18980,Senior Engineer,1999-01-07,9999-01-01,1955-05-01
Leszek,Mitsuhashi,18994,Senior Staff,1991-09-03,9999-01-01,1955-11-15
Leszek,Mitsuhashi,18994,Staff,1985-09-03,1991-09-03,1955-11-15
Ferdinand,Nanard,19027,Engineer,1988-05-11,1994-05-11,1955-01-05
Ferdinand,Nanard,19027,Senior Engineer,1994-05-11,9999-01-01,1955-01-05
Badri,Ellozy,19089,Engineer,1993-04-08,1999-04-08,1955-11-04
Badri,Ellozy,19089,Senior Engineer,1999-04-08,9999-01-01,1955-11-04
Jenwei,Denis,19109,Senior Staff,1993-12-05,9999-01-01,1955-04-05
Jenwei,Denis,19109,Staff,1985-12-05,1993-12-05,1955-04-05
Chaitali,Bennis,19147,Senior Staff,1994-10-18,9999-01-01,1955-11-15
Chaitali,Bennis,19147,Staff,1988-10-18,1994-10-18,1955-11-15
Inderjeet,Denna,19154,Senior Staff,1994-03-17,9999-01-01,1955-06-04
Inderjeet,Denna,19154,Staff,1986-03-17,1994-03-17,1955-06-04
Tetsurou,Jervis,19160,Senior Staff,1986-07-25,9999-01-01,1955-07-23
Chinho,Fadgyas,19162,Technique Leader,1996-01-24,9999-01-01,1955-08-15
Berhard,Encarnacion,19209,Staff,1997-04-26,9999-01-01,1955-12-18
Guenter,Vitiello,19244,Staff,1998-09-09,9999-01-01,1955-08-27
Anoosh,Pelc,19259,Engineer,1987-11-17,1994-11-17,1955-02-22
Anoosh,Pelc,19259,Senior Engineer,1994-11-17,9999-01-01,1955-02-22
Adit,Papastamatiou,19268,Senior Engineer,1986-05-10,9999-01-01,1955-09-14
Alair,Marletta,19329,Senior Engineer,1994-02-04,9999-01-01,1955-07-24
Susanta,Khalid,19335,Senior Staff,1990-10-06,9999-01-01,1955-01-22
Arnd,Diderrich,19397,Senior Staff,1995-12-01,9999-01-01,1955-05-27
Arnd,Diderrich,19397,Staff,1987-12-01,1995-12-01,1955-05-27
Florian,Budinsky,19422,Engineer,1995-04-18,2002-04-18,1955-06-29
Florian,Budinsky,19422,Senior Engineer,2002-04-18,9999-01-01,1955-06-29
Xuejia,Pettey,19425,Engineer,1989-06-12,1994-06-12,1955-09-18
Xuejia,Pettey,19425,Senior Engineer,1994-06-12,9999-01-01,1955-09-18
Baoqiu,Buescher,19453,Senior Staff,1999-04-16,9999-01-01,1955-06-24
Taisook,Hutter,19454,Senior Staff,1985-02-26,9999-01-01,1955-05-14
Maris,Perly,19488,Senior Engineer,1993-06-16,9999-01-01,1955-06-02
Caolyn,Tramer,19493,Engineer,1996-04-16,2002-04-16,1955-07-10
Caolyn,Tramer,19493,Senior Engineer,2002-04-16,9999-01-01,1955-07-10
Zito,Riesenhuber,19565,Assistant Engineer,1997-10-07,9999-01-01,1955-12-21
Edwin,Veccia,19583,Senior Staff,1993-05-30,9999-01-01,1955-11-18
Sandeepan,Olivero,19602,Senior Engineer,1988-07-22,9999-01-01,1955-07-07
Dipayan,Papastamatiou,19637,Engineer,1985-05-26,1991-05-26,1955-03-16
Dipayan,Papastamatiou,19637,Senior Engineer,1991-05-26,9999-01-01,1955-03-16
Jackson,Isaac,19644,Senior Engineer,1986-05-06,9999-01-01,1955-07-05
Munenori,Matzel,19667,Senior Staff,1993-06-13,9999-01-01,1955-01-29
Munenori,Matzel,19667,Staff,1986-06-13,1993-06-13,1955-01-29
Xiping,Plotkin,19678,Engineer,1987-06-10,1995-06-10,1955-07-12
Xiping,Plotkin,19678,Senior Engineer,1995-06-10,9999-01-01,1955-07-12
Kwangyoen,Maksimenko,19720,Engineer,1987-01-13,1995-01-13,1955-05-30
Kwangyoen,Maksimenko,19720,Senior Engineer,1995-01-13,9999-01-01,1955-05-30
Xuejun,Magalhaes,19723,Senior Staff,1994-04-22,9999-01-01,1955-10-17
Harngdar,Cools,19737,Engineer,1997-02-14,9999-01-01,1955-02-25
Giri,Sury,19738,Senior Staff,1997-12-21,9999-01-01,1955-04-17
Giri,Sury,19738,Staff,1991-12-22,1997-12-21,1955-04-17
Saeed,Munke,19766,Senior Staff,1994-10-22,9999-01-01,1955-07-01
Saeed,Munke,19766,Staff,1985-10-22,1994-10-22,1955-07-01
Halsur,Ferretti,19777,Senior Staff,1997-03-14,9999-01-01,1955-01-19
Halsur,Ferretti,19777,Staff,1991-03-15,1997-03-14,1955-01-19
Tamiya,Benzmuller,19804,Staff,1998-03-06,9999-01-01,1955-06-11
Margareta,Munck,20042,Senior Staff,1987-03-23,9999-01-01,1955-10-18
Guttorm,Carrere,20063,Senior Staff,1997-03-09,9999-01-01,1955-06-26
Guttorm,Carrere,20063,Staff,1989-03-09,1997-03-09,1955-06-26
Mana,Onuegbe,20065,Staff,1997-12-03,9999-01-01,1955-10-17
Masali,Rouquie,20068,Engineer,1985-04-11,1990-04-11,1955-10-16
Masali,Rouquie,20068,Senior Engineer,1990-04-11,9999-01-01,1955-10-16
Isamu,Valiente,20159,Technique Leader,1996-07-04,9999-01-01,1955-03-27
Mark,Nanard,20189,Engineer,1986-08-28,1991-08-28,1955-02-19
Mark,Nanard,20189,Senior Engineer,1991-08-28,9999-01-01,1955-02-19
Halsur,Fujisawa,20245,Senior Engineer,1990-07-31,9999-01-01,1955-01-23
Cristinel,Unno,20251,Engineer,1998-04-17,9999-01-01,1955-01-22
Yannik,Bratten,20259,Senior Engineer,1988-10-18,9999-01-01,1955-05-14
Amalendu,Willoner,20265,Engineer,1986-09-04,1993-09-04,1955-08-11
Amalendu,Willoner,20265,Senior Engineer,1993-09-04,9999-01-01,1955-08-11
Monique,Parascandalo,20284,Senior Engineer,1987-03-01,9999-01-01,1955-04-26
Jeong,Antonakopoulos,20346,Senior Engineer,1987-08-13,9999-01-01,1955-04-11
Bernt,Takanami,20367,Engineer,1992-07-06,1997-07-06,1955-08-05
Bernt,Takanami,20367,Senior Engineer,1997-07-06,9999-01-01,1955-08-05
Nidapan,Gunderson,20454,Senior Engineer,1994-11-26,9999-01-01,1955-06-24
Uno,Cusworth,20625,Engineer,1997-10-22,9999-01-01,1955-10-20
Aemilian,Arlazarov,20708,Senior Staff,1998-03-23,9999-01-01,1955-05-26
Aemilian,Arlazarov,20708,Staff,1990-03-23,1998-03-23,1955-05-26
Jungsoon,Szilard,20755,Engineer,1987-09-05,1996-09-04,1955-02-18
Jungsoon,Szilard,20755,Senior Engineer,1996-09-04,9999-01-01,1955-02-18
Ingemar,Taubman,20757,Engineer,1986-03-06,1991-03-06,1955-03-17
Ingemar,Taubman,20757,Senior Engineer,1991-03-06,9999-01-01,1955-03-17
Jingling,Alameldin,20836,Senior Staff,1986-12-20,9999-01-01,1955-01-15
Jinxi,Werthner,20857,Senior Staff,1987-05-24,9999-01-01,1955-01-02
Szabolcs,Michaels,20860,Engineer,1985-07-19,1992-07-19,1955-06-07
Szabolcs,Michaels,20860,Senior Engineer,1992-07-19,9999-01-01,1955-06-07
Along,Hebden,20929,Senior Engineer,1985-04-02,9999-01-01,1955-05-11
Clyde,Erez,20964,Staff,1998-08-23,9999-01-01,1955-06-08
Hisao,Yavatkar,20974,Senior Staff,1992-05-20,9999-01-01,1955-02-28
Hisao,Yavatkar,20974,Staff,1987-05-21,1992-05-20,1955-02-28
Pradeep,Kumaresan,20979,Senior Staff,1994-09-30,9999-01-01,1955-01-19
Pradeep,Kumaresan,20979,Staff,1985-09-30,1994-09-30,1955-01-19
Oksana,Brodie,21019,Staff,1997-08-19,9999-01-01,1955-06-07
Saeko,Sichman,21054,Engineer,1987-08-15,1995-08-15,1955-04-16
Saeko,Sichman,21054,Senior Engineer,1995-08-15,9999-01-01,1955-04-16
Shaw,Bolotov,21078,Engineer,1997-04-09,9999-01-01,1955-04-01
Chikara,Montresor,21092,Senior Engineer,1991-01-14,9999-01-01,1955-06-27
Ziyad,Coorg,21127,Senior Engineer,1988-02-24,9999-01-01,1955-06-05
Mingdong,Pfau,21165,Engineer,1986-04-20,1992-04-19,1955-11-18
Mingdong,Pfau,21165,Senior Engineer,1992-04-19,9999-01-01,1955-11-18
Weiru,Angelov,21214,Engineer,1998-06-10,9999-01-01,1955-05-11
Jaewon,Baba,21255,Staff,1998-03-12,9999-01-01,1955-01-09
Gonzalo,Awdeh,21373,Engineer,1998-08-08,9999-01-01,1955-01-19
Zijian,Pagter,21391,Engineer,1987-03-15,1992-03-14,1955-04-26
Zijian,Pagter,21391,Senior Engineer,1992-03-14,9999-01-01,1955-04-26
Avishai,Yoshizawa,21421,Senior Staff,2001-05-25,9999-01-01,1955-09-03
Avishai,Yoshizawa,21421,Staff,1993-05-25,2001-05-25,1955-09-03
DeForest,Yurov,21527,Engineer,1990-01-29,1998-01-29,1955-02-03
DeForest,Yurov,21527,Senior Engineer,1998-01-29,9999-01-01,1955-02-03
Angel,Demos,21566,Senior Staff,1988-11-06,9999-01-01,1955-06-17
Licheng,Masamoto,21588,Staff,1998-12-08,9999-01-01,1955-12-18
Martial,Bardell,21612,Senior Staff,1997-12-25,9999-01-01,1955-12-28
Martial,Bardell,21612,Staff,1988-12-25,1997-12-25,1955-12-28
Gila,Guardalben,21646,Engineer,1996-03-14,2002-03-14,1955-12-19
Gila,Guardalben,21646,Senior Engineer,2002-03-14,9999-01-01,1955-12-19
Mayuko,Fandrianto,21648,Senior Staff,1999-07-06,9999-01-01,1955-09-03
Mayuko,Fandrianto,21648,Staff,1992-07-05,1999-07-06,1955-09-03
Eberhardt,Serra,21663,Technique Leader,1988-08-24,9999-01-01,1955-12-19
Remzi,Kroon,21666,Engineer,1999-04-14,9999-01-01,1955-02-21
Kinh,Jansch,21686,Assistant Engineer,1988-10-25,1997-10-25,1955-07-27
Kinh,Jansch,21686,Engineer,1997-10-25,9999-01-01,1955-07-27
Palash,Schurmann,21693,Senior Staff,1996-12-30,9999-01-01,1955-05-24
Palash,Schurmann,21693,Staff,1988-12-30,1996-12-30,1955-05-24
Uinam,Savasere,21751,Technique Leader,1993-08-26,9999-01-01,1955-07-22
Domenick,Qiwen,21783,Senior Engineer,1985-07-12,9999-01-01,1955-08-04
Atreyi,Zhang,21848,Engineer,1985-05-17,1991-05-17,1955-04-30
Atreyi,Zhang,21848,Senior Engineer,1991-05-17,9999-01-01,1955-04-30
Falguni,Budinsky,21851,Senior Staff,1993-05-09,9999-01-01,1955-12-07
Falguni,Budinsky,21851,Staff,1985-05-09,1993-05-09,1955-12-07
Karlis,Ferretti,22008,Senior Staff,1993-02-16,9999-01-01,1955-11-30
Karlis,Ferretti,22008,Staff,1988-02-17,1993-02-16,1955-11-30
Vishwani,Spataro,22100,Senior Staff,1987-08-06,9999-01-01,1955-08-14
Kristian,Merel,22255,Engineer,1986-09-12,1991-09-12,1955-06-23
Kristian,Merel,22255,Senior Engineer,1991-09-12,9999-01-01,1955-06-23
Mani,Skafidas,22326,Senior Staff,1986-12-09,9999-01-01,1955-04-02
Leszek,Picci,22337,Senior Staff,1990-03-30,9999-01-01,1955-02-28
Leszek,Picci,22337,Staff,1985-03-30,1990-03-30,1955-02-28
Terresa,Barinka,22367,Engineer,1992-12-06,2000-12-06,1955-05-12
Terresa,Barinka,22367,Senior Engineer,2000-12-06,9999-01-01,1955-05-12
Aloys,Oxenboll,22370,Staff,1997-09-19,9999-01-01,1955-09-08
Uma,Openshaw,22381,Senior Staff,1988-10-07,9999-01-01,1955-03-24
Gritta,Parveen,22405,Senior Staff,1996-06-28,9999-01-01,1955-04-09
Gritta,Parveen,22405,Staff,1989-06-28,1996-06-28,1955-04-09
Krister,Engelmann,22424,Assistant Engineer,1994-02-07,2001-02-07,1955-01-08
Krister,Engelmann,22424,Engineer,2001-02-07,9999-01-01,1955-01-08
Xiaoqiu,Orsini,22437,Engineer,1994-10-10,2001-10-10,1955-04-09
Xiaoqiu,Orsini,22437,Senior Engineer,2001-10-10,9999-01-01,1955-04-09
Perla,Parascandalo,22482,Senior Engineer,1994-09-27,9999-01-01,1955-11-14
Yongqiao,Yavatkar,22496,Senior Engineer,1998-02-11,9999-01-01,1955-01-03
Zejun,Shumilov,22509,Engineer,1998-08-18,9999-01-01,1955-10-17
Danae,Jeansoulin,22593,Senior Staff,1994-11-17,9999-01-01,1955-02-11
Danae,Jeansoulin,22593,Staff,1988-11-17,1994-11-17,1955-02-11
Zvonko,Baalen,22609,Staff,1995-10-02,9999-01-01,1955-06-18
Makato,Codenie,22728,Senior Staff,1992-11-20,9999-01-01,1955-09-20
Makato,Codenie,22728,Staff,1986-11-21,1992-11-20,1955-09-20
Premal,Basart,22730,Senior Staff,1997-11-12,9999-01-01,1955-11-11
Premal,Basart,22730,Staff,1988-11-12,1997-11-12,1955-11-11
Paddy,Diderrich,22735,Senior Engineer,1995-10-22,9999-01-01,1955-01-05
Snehasis,Famili,22749,Senior Engineer,1996-09-02,9999-01-01,1955-06-19
Yoshinari,Khalil,22753,Senior Engineer,1987-03-17,9999-01-01,1955-01-10
Mabry,Rijckaert,22758,Senior Staff,1995-06-15,9999-01-01,1955-03-28
Mabry,Rijckaert,22758,Staff,1986-06-15,1995-06-15,1955-03-28
Sandeepan,McClurg,22772,Senior Staff,1995-04-17,9999-01-01,1955-11-06
Sandeepan,McClurg,22772,Staff,1986-04-17,1995-04-17,1955-11-06
Takahiro,Beerel,22783,Senior Staff,1991-02-06,9999-01-01,1955-09-03
Takahiro,Beerel,22783,Staff,1986-02-06,1991-02-06,1955-09-03
Weiru,Kemmerer,22812,Senior Staff,1990-06-29,9999-01-01,1955-12-12
Weiru,Kemmerer,22812,Staff,1985-06-29,1990-06-29,1955-12-12
Brendon,Markovitch,22838,Senior Engineer,1985-06-06,9999-01-01,1955-10-12
Trygve,Koblitz,22854,Senior Staff,1993-02-27,9999-01-01,1955-06-20
Trygve,Koblitz,22854,Staff,1986-02-27,1993-02-27,1955-06-20
Gudjon,Templeman,22886,Engineer,1990-05-04,1999-05-04,1955-01-02
Gudjon,Templeman,22886,Senior Engineer,1999-05-04,9999-01-01,1955-01-02
Muzhong,Casley,22894,Senior Staff,1985-02-17,9999-01-01,1955-08-30
Irene,Azulay,22904,Assistant Engineer,1986-03-12,1995-03-12,1955-03-18
Irene,Azulay,22904,Engineer,1995-03-12,9999-01-01,1955-03-18
Kristof,Laventhal,22923,Engineer,1988-11-06,1993-11-06,1955-09-26
Kristof,Laventhal,22923,Senior Engineer,1993-11-06,9999-01-01,1955-09-26
Ziyad,Leslie,22924,Technique Leader,1995-02-11,9999-01-01,1955-11-15
Sanjeeva,Angot,22928,Senior Engineer,1988-04-01,9999-01-01,1955-09-01
Toshimo,Foong,22935,Engineer,1993-10-11,2001-10-11,1955-01-27
Toshimo,Foong,22935,Senior Engineer,2001-10-11,9999-01-01,1955-01-27
Shih,Isaac,22940,Engineer,1988-03-01,1993-03-01,1955-07-27
Shih,Isaac,22940,Senior Engineer,1993-03-01,9999-01-01,1955-07-27
Hirochika,Masamoto,22961,Engineer,1993-08-24,9999-01-01,1955-11-11
Hyuckchul,Spell,23007,Engineer,1997-07-21,9999-01-01,1955-06-12
Suzette,Ferretti,23011,Engineer,1999-09-02,9999-01-01,1955-07-16
Eldridge,Brlek,23068,Engineer,1988-06-20,1995-06-21,1955-12-27
Eldridge,Brlek,23068,Senior Engineer,1995-06-21,9999-01-01,1955-12-27
Nathan,Lemarechal,23086,Engineer,1998-05-22,9999-01-01,1955-07-06
Aris,Brookman,23092,Senior Staff,1995-12-27,9999-01-01,1955-09-27
Aris,Brookman,23092,Staff,1987-12-27,1995-12-27,1955-09-27
Yaghout,Byoun,23119,Senior Staff,1991-09-03,9999-01-01,1955-09-14
Yaghout,Byoun,23119,Staff,1986-09-03,1991-09-03,1955-09-14
Narain,Skogmar,23136,Engineer,1998-02-14,9999-01-01,1955-05-09
Pascal,Kaelbling,23138,Assistant Engineer,1988-09-06,1996-09-06,1955-02-15
Pascal,Kaelbling,23138,Engineer,1996-09-06,9999-01-01,1955-02-15
Ortrun,Lunt,23151,Engineer,1994-03-26,2002-03-26,1955-03-09
Ortrun,Lunt,23151,Senior Engineer,2002-03-26,9999-01-01,1955-03-09
Sahrah,Cheshire,23196,Senior Staff,1997-11-25,9999-01-01,1955-05-05
Sahrah,Cheshire,23196,Staff,1989-11-25,1997-11-25,1955-05-05
Marjo,Ducloy,23197,Technique Leader,1986-08-26,9999-01-01,1955-07-03
Muneo,Bhattacharjee,23246,Senior Staff,1996-09-07,9999-01-01,1955-12-10
Muneo,Bhattacharjee,23246,Staff,1988-09-07,1996-09-07,1955-12-10
Siamak,Alvarado,23323,Engineer,1985-04-01,1994-04-01,1955-08-23
Siamak,Alvarado,23323,Senior Engineer,1994-04-01,9999-01-01,1955-08-23
Aloke,Cooley,23330,Engineer,1985-10-05,1991-10-05,1955-11-08
Aloke,Cooley,23330,Senior Engineer,1991-10-05,9999-01-01,1955-11-08
Xinglin,Berendt,23342,Senior Staff,1996-01-27,9999-01-01,1955-05-09
Xinglin,Berendt,23342,Staff,1987-01-27,1996-01-27,1955-05-09
Kwun,Rosaz,23347,Engineer,1993-09-23,2000-09-23,1955-08-08
Kwun,Rosaz,23347,Senior Engineer,2000-09-23,9999-01-01,1955-08-08
Jacqueline,Zeleznik,23363,Senior Staff,2001-05-15,9999-01-01,1955-05-26
Jacqueline,Zeleznik,23363,Staff,1993-05-15,2001-05-15,1955-05-26
Hironoby,Denti,23421,Staff,1996-04-05,9999-01-01,1955-06-12
Chikara,Anandan,23466,Engineer,1994-12-28,2000-12-27,1955-04-03
Chikara,Anandan,23466,Senior Engineer,2000-12-27,9999-01-01,1955-04-03
Shiv,Luck,23506,Senior Staff,1995-06-18,9999-01-01,1955-07-02
Shiv,Luck,23506,Staff,1986-06-18,1995-06-18,1955-07-02
Goh,Pappas,23521,Senior Staff,1991-04-26,9999-01-01,1955-10-18
Nagui,Vural,23536,Engineer,1991-05-04,1997-05-03,1955-10-11
Nagui,Vural,23536,Senior Engineer,1997-05-03,9999-01-01,1955-10-11
Jingling,Zizka,23561,Assistant Engineer,1992-02-25,1997-02-24,1955-08-14
Jingling,Zizka,23561,Engineer,1997-02-24,2002-02-24,1955-08-14
Jingling,Zizka,23561,Senior Engineer,2002-02-24,9999-01-01,1955-08-14
Marek,Templeman,23592,Senior Staff,1997-03-06,9999-01-01,1955-03-01
Marek,Templeman,23592,Staff,1991-03-07,1997-03-06,1955-03-01
Kwangjo,Pusterhofer,23642,Engineer,1995-05-30,9999-01-01,1955-12-27
Jinxi,Luiz,23648,Senior Staff,1985-07-20,9999-01-01,1955-09-26
Gina,Verhoeff,23659,Engineer,1989-04-25,1995-04-25,1955-05-21
Gina,Verhoeff,23659,Senior Engineer,1995-04-25,9999-01-01,1955-05-21
Sham,Openshaw,23676,Senior Staff,1998-06-14,9999-01-01,1955-01-13
Sham,Openshaw,23676,Staff,1989-06-14,1998-06-14,1955-01-13
Karsten,Isaac,23753,Engineer,1985-12-15,1992-12-15,1955-09-26
Karsten,Isaac,23753,Senior Engineer,1992-12-15,9999-01-01,1955-09-26
Yaghout,Ozery,23757,Senior Staff,1994-05-19,9999-01-01,1955-01-26
Yaghout,Ozery,23757,Staff,1986-05-19,1994-05-19,1955-01-26
Juichirou,Kilgore,23777,Engineer,1985-02-28,1992-02-29,1955-04-24
Juichirou,Kilgore,23777,Senior Engineer,1992-02-29,9999-01-01,1955-04-24
Yoshinari,Hennings,23835,Senior Staff,1992-05-30,9999-01-01,1955-01-20
Yoshinari,Hennings,23835,Staff,1986-05-31,1992-05-30,1955-01-20
Thanasis,Polupanov,23840,Assistant Engineer,1993-07-06,2000-07-06,1955-03-20
Thanasis,Polupanov,23840,Engineer,2000-07-06,9999-01-01,1955-03-20
Isamu,Dahlbom,23907,Staff,1998-09-21,9999-01-01,1955-11-25
Nahum,Facello,23938,Senior Engineer,1985-09-15,9999-01-01,1955-07-11
Gladys,Shrader,24056,Staff,1998-11-29,9999-01-01,1955-08-20
Elliott,Monarch,24118,Senior Staff,1999-09-21,9999-01-01,1955-05-16
Elliott,Monarch,24118,Staff,1990-09-21,1999-09-21,1955-05-16
Candida,Wallrath,24126,Senior Engineer,1986-09-14,9999-01-01,1955-07-04
Otilia,Puoti,24132,Engineer,1988-09-24,1993-09-24,1955-04-11
Otilia,Puoti,24132,Senior Engineer,1993-09-24,9999-01-01,1955-04-11
Isamu,Henders,24136,Engineer,1987-09-24,1994-09-24,1955-01-14
Isamu,Henders,24136,Senior Engineer,1994-09-24,9999-01-01,1955-01-14
Teunis,Antonisse,24182,Engineer,1987-09-04,1995-09-04,1955-05-20
Teunis,Antonisse,24182,Senior Engineer,1995-09-04,9999-01-01,1955-05-20
Muneo,Rousseau,24183,Senior Staff,1990-05-03,9999-01-01,1955-05-21
Muneo,Rousseau,24183,Staff,1985-05-03,1990-05-03,1955-05-21
Shugo,Eiter,24225,Senior Staff,1994-11-08,9999-01-01,1955-07-05
Shugo,Eiter,24225,Staff,1988-11-08,1994-11-08,1955-07-05
Moto,Mondadori,24251,Senior Staff,1985-03-18,9999-01-01,1955-03-08
Prodip,Peron,24269,Engineer,1988-01-26,1994-01-25,1955-10-25
Prodip,Peron,24269,Senior Engineer,1994-01-25,9999-01-01,1955-10-25
Huan,Tchuente,24284,Senior Engineer,1995-08-03,9999-01-01,1955-05-10
Bowen,Biran,24363,Assistant Engineer,1987-12-19,1996-12-18,1955-03-29
Bowen,Biran,24363,Engineer,1996-12-18,9999-01-01,1955-03-29
Masako,Puoti,24459,Engineer,1988-01-08,1996-01-08,1955-09-16
Masako,Puoti,24459,Senior Engineer,1996-01-08,9999-01-01,1955-09-16
Yinghua,Lanphier,24460,Senior Staff,1999-02-17,9999-01-01,1955-06-15
Yinghua,Lanphier,24460,Staff,1993-02-17,1999-02-17,1955-06-15
